# R (a.u.)            X(1)1Sigma+         A(2)1Sigma+         (3)1Sigma+          (4)1Sigma+          (5)1Sigma+          (6)1Sigma+          (7)1Sigma+          (1)1Pi              (2)1Pi              (3)1Pi              (4)1Pi              (5)1Pi              b(1)3Pi
  0.712210492862E+01 -0.272763748769E+04 -0.186058858959E+04 -0.300261677778E+03  0.133824482439E+04 -0.100306757483E+04  0.524245860718E+03  0.552379090259E+03  0.972908275073E+02  0.104870449698E+04  0.737289811863E+03 -0.986378840285E+01 -0.109168003437E+04 -0.578589680357E+04
  0.714706996400E+01 -0.277690991288E+04 -0.195765356360E+04 -0.368406933975E+03  0.126118942728E+04 -0.108454542796E+04  0.432079926700E+03  0.465920957216E+03  0.362761485501E+02  0.988118937093E+03  0.685551729641E+03 -0.661367033091E+02 -0.117293611519E+04 -0.582397415815E+04
  0.717203481089E+01 -0.282503435708E+04 -0.205234471015E+04 -0.435445460601E+03  0.118599156045E+04 -0.116438987716E+04  0.341498560772E+03  0.381163589598E+03 -0.232865827649E+02  0.928426151105E+03  0.635454203957E+03 -0.121338203764E+03 -0.125250808405E+04 -0.586082017772E+04
  0.719699947886E+01 -0.287170723258E+04 -0.214486075497E+04 -0.501402628700E+03  0.111260006649E+04 -0.124263338911E+04  0.252473831680E+03  0.298074466730E+03 -0.814201897540E+02  0.869614864811E+03  0.586945800618E+03 -0.175492138567E+03 -0.133042559299E+04 -0.589651697253E+04
  0.722196398322E+01 -0.291687586546E+04 -0.223506199164E+04 -0.566302383450E+03  0.104096523239E+04 -0.131930717163E+04  0.164978579456E+03  0.216622029338E+03 -0.138147321917E+03  0.811674311056E+03  0.539975517412E+03 -0.228621890466E+03 -0.140671803774E+04 -0.593101400786E+04
  0.724692834506E+01 -0.296150924729E+04 -0.232313850995E+04 -0.630160407306E+03  0.971045711642E+03 -0.139443512271E+04  0.789901616968E+02  0.136780321242E+03 -0.193489580762E+03  0.754596695412E+03  0.494494867738E+03 -0.280748114377E+03 -0.148141327279E+04 -0.596439351774E+04
  0.727189259122E+01 -0.300554965577E+04 -0.240909573034E+04 -0.692989439770E+03  0.902803139186E+03 -0.146803853761E+04 -0.551245965602E+01  0.585253793341E+02 -0.247468197650E+03  0.698375278612E+03  0.450456261235E+03 -0.331890496108E+03 -0.155453860860E+04 -0.599665630471E+04
  0.729685675431E+01 -0.304731674075E+04 -0.249304418230E+04 -0.754802226039E+03  0.836199146792E+03 -0.154013871768E+04 -0.885503326706E+02 -0.181667670311E+02 -0.300104409017E+03  0.643003313891E+03  0.407812106501E+03 -0.382068726937E+03 -0.162612136374E+04 -0.602785069979E+04
  0.732182087267E+01 -0.308734962659E+04 -0.257498768224E+04 -0.815611767346E+03  0.771195311931E+03 -0.161075710233E+04 -0.170144599207E+03 -0.933201541482E+02 -0.351419289944E+03  0.588474313208E+03  0.366515409240E+03 -0.431302087857E+03 -0.169618860930E+04 -0.605798070276E+04
  0.734678499042E+01 -0.312639737131E+04 -0.265503606717E+04 -0.875432522718E+03  0.707752922154E+03 -0.167991590008E+04 -0.250316897592E+03 -0.166959159937E+03 -0.401432948775E+03  0.534783342887E+03  0.326522678234E+03 -0.479607428086E+03 -0.176476592969E+04 -0.608709083710E+04
  0.737174915746E+01 -0.316425924732E+04 -0.273314141006E+04 -0.934279484036E+03  0.645833158236E+03 -0.174763760140E+04 -0.329089050939E+03 -0.239108289488E+03 -0.450165143801E+03  0.481926029726E+03  0.287791694114E+03 -0.527000716764E+03 -0.183187837237E+04 -0.611516518460E+04
  0.739671342941E+01 -0.320073660824E+04 -0.280946992214E+04 -0.992167649570E+03  0.585397198746E+03 -0.181394470104E+04 -0.406482889379E+03 -0.309792052592E+03 -0.497635633624E+03  0.429897996026E+03  0.250280240367E+03 -0.573497925316E+03 -0.189755098759E+04 -0.614226310052E+04
  0.742167786768E+01 -0.323610282180E+04 -0.288399584850E+04 -0.104911170826E+04  0.526406638243E+03 -0.187885937274E+04 -0.482520046764E+03 -0.379034700016E+03 -0.543864085239E+03  0.378694944255E+03  0.213946521623E+03 -0.619114772710E+03 -0.196180867899E+04 -0.616839125177E+04
  0.744664253944E+01 -0.327113267824E+04 -0.295683148650E+04 -0.110512448041E+04  0.468825557680E+03 -0.194240186192E+04 -0.557220957873E+03 -0.446858920767E+03 -0.588869619756E+03  0.328313077648E+03  0.178751245519E+03 -0.663865458360E+03 -0.202467546271E+04 -0.619353961446E+04
  0.747160751763E+01 -0.330490780666E+04 -0.302758557987E+04 -0.116021809859E+04  0.412618955965E+03 -0.200459170239E+04 -0.630605616890E+03 -0.513286827910E+03 -0.632671155178E+03  0.278748782812E+03  0.144656044877E+03 -0.707763621672E+03 -0.208617502734E+04 -0.621775904924E+04
  0.749657288097E+01 -0.333669559351E+04 -0.309575097490E+04 -0.121440469682E+04  0.357751834436E+03 -0.206544842635E+04 -0.702694019878E+03 -0.578340533765E+03 -0.675287606227E+03  0.229998444776E+03  0.111622556504E+03 -0.750822902049E+03 -0.214633106045E+04 -0.624106039030E+04
  0.752153871393E+01 -0.336734429196E+04 -0.316173659012E+04 -0.126769623704E+04  0.304189733374E+03 -0.212499125418E+04 -0.773505934650E+03 -0.642041863832E+03 -0.716737707247E+03  0.182058366511E+03  0.796133438466E+02 -0.793056583553E+03 -0.220516694427E+04 -0.626345290142E+04
  0.754650510389E+01 -0.339702442831E+04 -0.322572348089E+04 -0.132010362107E+04  0.251901461289E+03 -0.218323751430E+04 -0.843059726983E+03 -0.704410899450E+03 -0.757039112222E+03  0.134924364828E+03  0.485965815395E+02 -0.834475787826E+03 -0.226270420845E+04 -0.628495588940E+04
  0.757147212335E+01 -0.342554486854E+04 -0.328783733715E+04 -0.137163731361E+04  0.200857093094E+03 -0.224020377966E+04 -0.911373184100E+03 -0.765467019252E+03 -0.796209036696E+03  0.885921103025E+02  0.185425735390E+02 -0.875090793571E+03 -0.231896364257E+04 -0.630556000225E+04
  0.759643982336E+01 -0.345283728362E+04 -0.334831536068E+04 -0.142230772687E+04  0.151026758176E+03 -0.229590656216E+04 -0.978464023350E+03 -0.825229537492E+03 -0.834264652684E+03  0.430573206990E+02 -0.105783411106E+02 -0.914911836325E+03 -0.237396597664E+04 -0.632530508019E+04
  0.762140823346E+01 -0.347940041432E+04 -0.340720038417E+04 -0.147212522512E+04  0.102380632363E+03 -0.235036231970E+04 -0.104434989873E+04 -0.883717711173E+03 -0.871223094528E+03 -0.168424219268E+01 -0.387957966627E+02 -0.953949113510E+03 -0.242773188786E+04 -0.634417337197E+04
  0.764637736168E+01 -0.350540986552E+04 -0.346468638673E+04 -0.152110012856E+04  0.548889324254E+02 -0.240358746174E+04 -0.110904840632E+04 -0.940950745773E+03 -0.907101463851E+03 -0.456367760220E+02 -0.661394049645E+02 -0.992212787948E+03 -0.248028200641E+04 -0.636220119970E+04
  0.767134719452E+01 -0.352986050490E+04 -0.352083804459E+04 -0.156924271693E+04  0.852191095737E+01 -0.245559835472E+04 -0.117257708946E+04 -0.996947800747E+03 -0.941916834301E+03 -0.888044412828E+02 -0.926387593735E+02 -0.102971299123E+04 -0.253163692073E+04 -0.637938809705E+04
  0.769631769696E+01 -0.355288507458E+04 -0.357572531853E+04 -0.161656323308E+04 -0.367501483590E+02 -0.250641132715E+04 -0.123495344369E+04 -0.105172799477E+04 -0.975686256048E+03 -0.131191364670E+03 -0.118323438290E+03 -0.106645982695E+04 -0.258181718255E+04 -0.639573901558E+04
  0.772128881244E+01 -0.357502394354E+04 -0.362942137695E+04 -0.166307175142E+04 -0.809564355900E+02 -0.255604240455E+04 -0.129619469952E+04 -0.110531016053E+04 -0.100842661258E+04 -0.172801770247E+03 -0.143222228059E+03 -0.110246313244E+04 -0.263084304234E+04 -0.641126574113E+04
  0.774626046282E+01 -0.359619351262E+04 -0.368198122710E+04 -0.170877747134E+04 -0.124122990732E+03 -0.260450589318E+04 -0.135631665880E+04 -0.115771153331E+04 -0.104015384870E+04 -0.213640655370E+03 -0.167359021084E+03 -0.113773121182E+04 -0.267873303685E+04 -0.642597469774E+04
  0.777123254843E+01 -0.361628349030E+04 -0.373345308202E+04 -0.175368923881E+04 -0.166274626539E+03 -0.265181542236E+04 -0.141533455219E+04 -0.120894871682E+04 -0.107088354123E+04 -0.253713302598E+03 -0.190755816099E+03 -0.117227176637E+04 -0.272550502819E+04 -0.643987301107E+04
  0.779620494801E+01 -0.363538494073E+04 -0.378387703264E+04 -0.179781587496E+04 -0.207436136894E+03 -0.269798460058E+04 -0.147326357892E+04 -0.125903829103E+04 -0.110063125853E+04 -0.293024974357E+03 -0.213434602661E+03 -0.120609247966E+04 -0.277117685797E+04 -0.645296775990E+04
  0.782117751876E+01 -0.365393089958E+04 -0.383328609293E+04 -0.184116616256E+04 -0.247632154989E+03 -0.274302696878E+04 -0.153011884387E+04 -0.130799675602E+04 -0.112941252259E+04 -0.331580960715E+03 -0.235417164097E+03 -0.123920099751E+04 -0.281576626306E+04 -0.646526453421E+04
  0.784615009632E+01 -0.367158321616E+04 -0.388171071815E+04 -0.188374875673E+04 -0.286886367018E+03 -0.278695572452E+04 -0.158591499750E+04 -0.135584020567E+04 -0.115724258666E+04 -0.369386825224E+03 -0.256723992624E+03 -0.127160480188E+04 -0.285929040141E+04 -0.647677213648E+04
  0.787112249477E+01 -0.368783359230E+04 -0.392917360971E+04 -0.192557225428E+04 -0.325222084950E+03 -0.282978392826E+04 -0.164066650244E+04 -0.140258457009E+04 -0.118413660144E+04 -0.406448232316E+03 -0.277375076175E+03 -0.130331130650E+04 -0.290176620081E+04 -0.648749416835E+04
  0.789609450669E+01 -0.370310086054E+04 -0.397566217570E+04 -0.196664523905E+04 -0.362662614328E+03 -0.287152463682E+04 -0.169438780550E+04 -0.144824577216E+04 -0.121010972262E+04 -0.442770837587E+03 -0.297390403193E+03 -0.133432791889E+04 -0.294321058381E+04 -0.649743025514E+04
  0.792106590314E+01 -0.371754632165E+04 -0.402124763733E+04 -0.200697625043E+04 -0.399231005851E+03 -0.291219080797E+04 -0.174709322876E+04 -0.149283961931E+04 -0.123517704251E+04 -0.478360350221E+03 -0.316789630150E+03 -0.136466198333E+04 -0.298364033035E+04 -0.650659838182E+04
  0.794603643373E+01 -0.373107500273E+04 -0.406593670630E+04 -0.204657360026E+04 -0.434948690999E+03 -0.295179476358E+04 -0.179879636044E+04 -0.153638119803E+04 -0.125935320481E+04 -0.513222861434E+03 -0.335590262386E+03 -0.139432045863E+04 -0.302307131519E+04 -0.651500079228E+04
  0.797100582663E+01 -0.374365575996E+04 -0.410970324323E+04 -0.208544550792E+04 -0.469836460510E+03 -0.299034857943E+04 -0.184951049576E+04 -0.157888531224E+04 -0.128265268432E+04 -0.547364614049E+03 -0.353808956528E+03 -0.142331015242E+04 -0.306151905808E+04 -0.652263622104E+04
  0.799597378867E+01 -0.375547060297E+04 -0.415256507000E+04 -0.212360018935E+04 -0.503915105001E+03 -0.302786434123E+04 -0.189924892625E+04 -0.162036677102E+04 -0.130508997071E+04 -0.580791852498E+03 -0.371462372912E+03 -0.145163787513E+04 -0.309899908462E+04 -0.652951306345E+04
  0.802094000536E+01 -0.376667056528E+04 -0.419455121750E+04 -0.216104583127E+04 -0.537205221356E+03 -0.306435409369E+04 -0.194802485447E+04 -0.166084031561E+04 -0.132667951676E+04 -0.613510861417E+03 -0.388566962135E+03 -0.147931042484E+04 -0.313552681563E+04 -0.653563949251E+04
  0.804590415304E+01 -0.377685184245E+04 -0.423566613921E+04 -0.219779045461E+04 -0.569726142577E+03 -0.309982955749E+04 -0.199585092838E+04 -0.170032021771E+04 -0.134743545005E+04 -0.645528185902E+03 -0.405137777213E+03 -0.150633450497E+04 -0.317111695595E+04 -0.654101970639E+04
  0.807086597777E+01 -0.378599213040E+04 -0.427591751808E+04 -0.223384213797E+04 -0.601496804054E+03 -0.313430245100E+04 -0.204273973518E+04 -0.173882069863E+04 -0.136737184651E+04 -0.676850586492E+03 -0.421189368111E+03 -0.153271687561E+04 -0.320578404800E+04 -0.654566072764E+04
  0.809582532682E+01 -0.379436291652E+04 -0.431528802245E+04 -0.226920912526E+04 -0.632536283983E+03 -0.316778466020E+04 -0.208870407687E+04 -0.177635616112E+04 -0.138650288306E+04 -0.707484971169E+03 -0.436736358238E+03 -0.155846442208E+04 -0.323954279769E+04 -0.654956432801E+04
  0.812078214867E+01 -0.380195189909E+04 -0.435380426144E+04 -0.230389978963E+04 -0.662863593241E+03 -0.320028817655E+04 -0.213375686716E+04 -0.181294109203E+04 -0.140484276383E+04 -0.737438402512E+03 -0.451793228493E+03 -0.158358412818E+04 -0.327240795040E+04 -0.655273936295E+04
  0.814573649275E+01 -0.380872582605E+04 -0.439148565365E+04 -0.233792249610E+04 -0.692496554895E+03 -0.323182484309E+04 -0.217791063734E+04 -0.184858960502E+04 -0.142240538199E+04 -0.766718207447E+03 -0.466373139864E+03 -0.160808298692E+04 -0.330439367568E+04 -0.655519304152E+04
  0.817068850931E+01 -0.381471156133E+04 -0.442831332561E+04 -0.237128567380E+04 -0.721452560233E+03 -0.326240649757E+04 -0.222117784895E+04 -0.188331572628E+04 -0.143920452811E+04 -0.795331877197E+03 -0.480488736837E+03 -0.163196804100E+04 -0.333551396494E+04 -0.655692963180E+04
  0.819563844919E+01 -0.382002719033E+04 -0.446430762155E+04 -0.240399786200E+04 -0.749749085993E+03 -0.329204506572E+04 -0.226357110409E+04 -0.191713358621E+04 -0.145525402964E+04 -0.823286994609E+03 -0.494152698322E+03 -0.165524640717E+04 -0.336578290084E+04 -0.655795564162E+04
  0.822058666374E+01 -0.382462904043E+04 -0.449949543669E+04 -0.243606768053E+04 -0.777403508701E+03 -0.332075252254E+04 -0.230510305706E+04 -0.195005734176E+04 -0.147056769720E+04 -0.850591231509E+03 -0.507377587387E+03 -0.167792526685E+04 -0.339521454964E+04 -0.655827886702E+04
  0.824553360467E+01 -0.382836536801E+04 -0.453382424121E+04 -0.246750371773E+04 -0.804432073093E+03 -0.334854075241E+04 -0.234578597675E+04 -0.198210080456E+04 -0.148515907736E+04 -0.877252396292E+03 -0.520175006321E+03 -0.170001186783E+04 -0.342382240907E+04 -0.655790418706E+04
  0.827047982409E+01 -0.383134456817E+04 -0.456737099311E+04 -0.249831458743E+04 -0.830850579549E+03 -0.337542161627E+04 -0.238563201977E+04 -0.201327766838E+04 -0.149904160032E+04 -0.903278381364E+03 -0.532556162226E+03 -0.172151350469E+04 -0.345161976086E+04 -0.655683932806E+04
  0.829542597456E+01 -0.383363890507E+04 -0.460008662638E+04 -0.252850896703E+04 -0.856674873022E+03 -0.340140699557E+04 -0.242465342148E+04 -0.204360166795E+04 -0.151222868264E+04 -0.928677122835E+03 -0.544532269543E+03 -0.174243750222E+04 -0.347861991909E+04 -0.655509180275E+04
  0.832037280925E+01 -0.383523023479E+04 -0.463200584890E+04 -0.255809556240E+04 -0.881920674222E+03 -0.342650876971E+04 -0.246286241806E+04 -0.207308650714E+04 -0.152473366997E+04 -0.953456593354E+03 -0.556114413817E+03 -0.176279120767E+04 -0.350483613800E+04 -0.655266704182E+04
  0.834532118228E+01 -0.383613419676E+04 -0.466315531662E+04 -0.258708294765E+04 -0.906602596028E+03 -0.345073875624E+04 -0.250027084140E+04 -0.210174549376E+04 -0.153656954486E+04 -0.977624813454E+03 -0.567312752159E+03 -0.178258199370E+04 -0.353028111629E+04 -0.654957213556E+04
  0.837027204917E+01 -0.383636030688E+04 -0.469350409485E+04 -0.261547965642E+04 -0.930734788680E+03 -0.347410872763E+04 -0.253689036890E+04 -0.212959176256E+04 -0.154774910598E+04 -0.100118982767E+04 -0.578137039270E+03 -0.180181724138E+04 -0.355496730870E+04 -0.654581657387E+04
  0.839522646742E+01 -0.383590657365E+04 -0.472307207440E+04 -0.264329424823E+04 -0.954331419344E+03 -0.349663042112E+04 -0.257273270691E+04 -0.215663843891E+04 -0.155828510000E+04 -0.102415968481E+04 -0.588597018551E+03 -0.182050432567E+04 -0.357890715578E+04 -0.654140729337E+04
  0.842018559733E+01 -0.383480037691E+04 -0.475188421649E+04 -0.267053528437E+04 -0.977406522028E+03 -0.351831552360E+04 -0.260780952394E+04 -0.218289857802E+04 -0.156819017918E+04 -0.104654241791E+04 -0.598702326575E+03 -0.183865060941E+04 -0.360211300698E+04 -0.653634741939E+04
  0.844515070301E+01 -0.383305925194E+04 -0.477993150834E+04 -0.269721121989E+04 -0.999973082763E+03 -0.353917564160E+04 -0.264213208818E+04 -0.220838484017E+04 -0.157747667649E+04 -0.106834596510E+04 -0.608461910160E+03 -0.185626344747E+04 -0.362459669143E+04 -0.653064943678E+04
  0.847012315356E+01 -0.383068739190E+04 -0.480723285427E+04 -0.272333046217E+04 -0.102204362974E+04 -0.355922230248E+04 -0.267571148787E+04 -0.223310968670E+04 -0.158615674109E+04 -0.108957820834E+04 -0.617884402066E+03 -0.187335017210E+04 -0.364636978316E+04 -0.652431844538E+04
  0.849510442462E+01 -0.382772387709E+04 -0.483379740375E+04 -0.274890141526E+04 -0.104363069050E+04 -0.357846695345E+04 -0.270855880101E+04 -0.225708553081E+04 -0.159424244261E+04 -0.111024700210E+04 -0.626978412024E+03 -0.188991808047E+04 -0.366744380539E+04 -0.651736107569E+04
  0.852009610001E+01 -0.382413863202E+04 -0.485962542528E+04 -0.277393244851E+04 -0.106474665066E+04 -0.359692096017E+04 -0.274068503696E+04 -0.228032468388E+04 -0.160174572973E+04 -0.113036015399E+04 -0.635752434340E+03 -0.190597442804E+04 -0.368783016255E+04 -0.650978616066E+04
  0.854509986011E+01 -0.381984149939E+04 -0.488474062516E+04 -0.279843171518E+04 -0.108540285325E+04 -0.361459564101E+04 -0.277210079106E+04 -0.230283904497E+04 -0.160867819190E+04 -0.114992532714E+04 -0.644214262448E+03 -0.192152641250E+04 -0.370753973437E+04 -0.650159748269E+04
  0.857011738356E+01 -0.381498297062E+04 -0.490913606370E+04 -0.282240715773E+04 -0.110561008781E+04 -0.363150216007E+04 -0.280281632351E+04 -0.232464019650E+04 -0.161505117959E+04 -0.116895001212E+04 -0.652371328324E+03 -0.193658111130E+04 -0.372658304514E+04 -0.649280703686E+04
  0.859515030400E+01 -0.380965062086E+04 -0.493282284817E+04 -0.284586655551E+04 -0.112537901616E+04 -0.364765148082E+04 -0.283284167773E+04 -0.234573952462E+04 -0.162087591997E+04 -0.118744154134E+04 -0.660230989711E+03 -0.195114546247E+04 -0.374497043739E+04 -0.648342213836E+04
  0.862020021072E+01 -0.380375367893E+04 -0.495580819619E+04 -0.286881751300E+04 -0.114472006577E+04 -0.366305438359E+04 -0.286218664516E+04 -0.236614818839E+04 -0.162616349888E+04 -0.120540708049E+04 -0.667800474272E+03 -0.196522627328E+04 -0.376271204048E+04 -0.647345052238E+04
  0.864526864930E+01 -0.379728492225E+04 -0.497810517744E+04 -0.289126733252E+04 -0.116364269115E+04 -0.367772150084E+04 -0.289086047122E+04 -0.238587684937E+04 -0.163092467804E+04 -0.122285352173E+04 -0.675086481595E+03 -0.197883022614E+04 -0.377981750107E+04 -0.646289852741E+04
  0.867035712220E+01 -0.379029101073E+04 -0.499973193874E+04 -0.291322311149E+04 -0.118215586581E+04 -0.369166331710E+04 -0.291887206444E+04 -0.240493586748E+04 -0.163517003235E+04 -0.123978756772E+04 -0.682095450929E+03 -0.199196388915E+04 -0.379629617670E+04 -0.645177075164E+04
  0.869546708914E+01 -0.378281034548E+04 -0.502068240336E+04 -0.293469182065E+04 -0.120026847099E+04 -0.370489017139E+04 -0.294623016350E+04 -0.242333545744E+04 -0.163891006007E+04 -0.125621579923E+04 -0.688833773058E+03 -0.200463372605E+04 -0.381215729031E+04 -0.644007683396E+04
  0.872059996741E+01 -0.377465911241E+04 -0.504096724255E+04 -0.295568028756E+04 -0.121798918328E+04 -0.371741227539E+04 -0.297294330656E+04 -0.244108565869E+04 -0.164215515983E+04 -0.127214465899E+04 -0.695307728169E+03 -0.201684609306E+04 -0.382740988740E+04 -0.642782631792E+04
  0.874575713202E+01 -0.376584431333E+04 -0.506059488826E+04 -0.297619505501E+04 -0.123532575141E+04 -0.372923975810E+04 -0.299901959083E+04 -0.245819609188E+04 -0.164491543631E+04 -0.128758031136E+04 -0.701523078891E+03 -0.202860717995E+04 -0.384206252161E+04 -0.641502658616E+04
  0.877093991578E+01 -0.375671719076E+04 -0.507957082631E+04 -0.299624248825E+04 -0.125228549031E+04 -0.374038265643E+04 -0.302446684957E+04 -0.247467613969E+04 -0.164720084676E+04 -0.130252874884E+04 -0.707485350430E+03 -0.203992306195E+04 -0.385612348116E+04 -0.640168754893E+04
  0.879614960918E+01 -0.374719384241E+04 -0.509790784560E+04 -0.301582885620E+04 -0.126887564771E+04 -0.375085091104E+04 -0.304929278510E+04 -0.249053508278E+04 -0.164902131157E+04 -0.131699587267E+04 -0.713200038701E+03 -0.205079973981E+04 -0.386960095834E+04 -0.638781418501E+04
  0.882138746023E+01 -0.373713913295E+04 -0.511562128584E+04 -0.303496030353E+04 -0.128510329701E+04 -0.376065437730E+04 -0.307350492491E+04 -0.250578205680E+04 -0.165038669116E+04 -0.133098746462E+04 -0.718672553803E+03 -0.206124313652E+04 -0.388250302352E+04 -0.637340387076E+04
  0.884665467413E+01 -0.372659863333E+04 -0.513269857881E+04 -0.305364266756E+04 -0.130097472304E+04 -0.376980283431E+04 -0.309711034175E+04 -0.252042577224E+04 -0.165130661712E+04 -0.134450900176E+04 -0.723907889248E+03 -0.207125904795E+04 -0.389483744065E+04 -0.635848368161E+04
  0.887195241292E+01 -0.371565621651E+04 -0.514915821640E+04 -0.307188162024E+04 -0.131649587007E+04 -0.377830599732E+04 -0.312011586803E+04 -0.253447473083E+04 -0.165179062816E+04 -0.135756580029E+04 -0.728910865515E+03 -0.208085318963E+04 -0.390661181421E+04 -0.634305183266E+04
  0.889728179486E+01 -0.370421661112E+04 -0.516501576812E+04 -0.308968276243E+04 -0.133167263372E+04 -0.378617352972E+04 -0.314252823748E+04 -0.254793736870E+04 -0.165184826119E+04 -0.137016311091E+04 -0.733686289228E+03 -0.209003122934E+04 -0.391783368735E+04 -0.632710780410E+04
  0.892264389385E+01 -0.369201401678E+04 -0.518026538399E+04 -0.310705159699E+04 -0.134651075983E+04 -0.379341504806E+04 -0.316435405300E+04 -0.256082202420E+04 -0.165148902107E+04 -0.138230609071E+04 -0.738238892072E+03 -0.209879876851E+04 -0.392851050591E+04 -0.631067169250E+04
  0.894803973868E+01 -0.367943732893E+04 -0.519490853128E+04 -0.312399338402E+04 -0.136101536091E+04 -0.380004010886E+04 -0.318559961017E+04 -0.257313675672E+04 -0.165072221159E+04 -0.139399965114E+04 -0.742573035806E+03 -0.210716123446E+04 -0.393864942224E+04 -0.629375771266E+04
  0.897347031216E+01 -0.366671019583E+04 -0.520896860538E+04 -0.314051326602E+04 -0.137519130715E+04 -0.380605823738E+04 -0.320627105077E+04 -0.258488950553E+04 -0.164955708370E+04 -0.140524858930E+04 -0.746692952340E+03 -0.211512397654E+04 -0.394825746473E+04 -0.627635338730E+04
  0.899893655017E+01 -0.365354247193E+04 -0.522244291785E+04 -0.315661633656E+04 -0.138904343451E+04 -0.381147894752E+04 -0.322637444712E+04 -0.259608817772E+04 -0.164800291753E+04 -0.141605766003E+04 -0.750602871953E+03 -0.212269231966E+04 -0.395734163097E+04 -0.625848080675E+04
